log,attribute,cardinality,missing_rate,n,reuse,resource_like,outcome_listed,example
BPIC14,CI Type (CBy),13,0.02375230656996953,46606,3585.076923076923,False,True,subapplication
BPIC14,CI Subtype (CBy),62,0.02375230656996953,46606,751.7096774193549,False,True,Web Based Application
BPIC14,ServiceComp WBS (CBy),274,0.07473286701283097,46606,170.09489051094891,False,True,WBS000162
BPIC14,assignment group,57,0.0,46606,817.6491228070175,True,False,TEAM0001
BPIC14,case_id,46606,0.0,46606,1.0,False,False,IM0000004
UCI498,case_id,24918,0.0,24918,1.0,False,False,INC0000045
UCI498,incident_state,5,0.0,24918,4983.6,False,True,New
UCI498,active,1,0.0,24918,24918.0,False,True,True
UCI498,reassignment_count,2,0.0,24918,12459.0,False,True,0
UCI498,reopen_count,1,0.0,24918,24918.0,False,True,0
UCI498,sys_mod_count,2,0.0,24918,12459.0,False,True,0
UCI498,made_sla,2,0.0,24918,12459.0,False,True,True
UCI498,caller_id,5244,0.00012039489525644112,24918,4.751716247139588,False,False,Caller 2403
UCI498,opened_by,207,0.02865398507103299,24918,120.3768115942029,True,False,Opened by  8
UCI498,opened_at,19849,0.0,24918,1.2553781046904127,False,False,29/2/2016 01:16
UCI498,sys_created_by,185,0.46131310699093026,24918,134.69189189189188,False,False,Created by 6
UCI498,sys_created_at,11552,0.46131310699093026,24918,2.1570290858725762,False,False,29/2/2016 01:23
UCI498,sys_updated_by,186,0.0,24918,133.96774193548387,False,True,Updated by 21
UCI498,sys_updated_at,19564,0.0,24918,1.2736659169903906,False,True,29/2/2016 01:23
UCI498,contact_type,5,0.0,24918,4983.6,False,False,Phone
UCI498,location,219,0.002086844851111646,24918,113.78082191780823,False,False,Location 143
UCI498,category,57,0.0015651336383337346,24918,437.1578947368421,False,False,Category 55
UCI498,subcategory,246,0.002769082590898146,24918,101.29268292682927,False,False,Subcategory 170
UCI498,u_symptom,500,0.2301549080985633,24918,49.836,False,False,Symptom 72
UCI498,cmdb_ci,45,0.9979532867806405,24918,553.7333333333333,False,False,cmdb_ci 31
UCI498,impact,3,0.0,24918,8306.0,False,False,2 - Medium
UCI498,urgency,3,0.0,24918,8306.0,False,False,2 - Medium
UCI498,priority,4,0.0,24918,6229.5,False,False,3 - Moderate
UCI498,assignment_group,69,0.03635925836744522,24918,361.1304347826087,True,False,Group 56
UCI498,assigned_to,205,0.2865398507103299,24918,121.55121951219512,True,False,Resolver 89
UCI498,knowledge,2,0.0,24918,12459.0,False,False,True
UCI498,u_priority_confirmation,2,0.0,24918,12459.0,False,False,False
UCI498,notify,2,0.0,24918,12459.0,False,False,Do Not Notify
UCI498,problem_id,162,0.9903282767477326,24918,153.8148148148148,False,False,Problem ID  2
UCI498,rfc,96,0.9960671000882896,24918,259.5625,False,False,CHG0000127
UCI498,vendor,2,0.9993980255237178,24918,12459.0,False,False,code 8s
UCI498,caused_by,2,0.9999197367364957,24918,12459.0,False,False,CHG0000132
UCI498,closed_code,17,0.004294084597479733,24918,1465.764705882353,False,True,code 5
UCI498,resolved_by,216,0.003973031543462557,24918,115.36111111111111,False,True,Resolved by 149
UCI498,resolved_at,18505,0.062444819006340795,24918,1.3465549851391516,False,True,29/2/2016 11:29
UCI498,closed_at,2707,0.0,24918,9.205024011821203,False,True,5/3/2016 12:00
UCI498,_ts,19564,0.0,24918,1.2736659169903906,False,False,2016-02-29 01:23:00
Helpdesk,case_id,4580,0.0,4580,1.0,False,False,Case 1
Helpdesk,Activity,6,0.0,4580,763.3333333333334,False,True,Assign seriousness
Helpdesk,Resource,17,0.0,4580,269.4117647058824,True,False,Value 1
Helpdesk,Complete Timestamp,4580,0.0,4580,1.0,False,False,2012/10/09 14:50:17.000
Helpdesk,Variant,226,0.0,4580,20.265486725663717,False,False,Variant 12
Helpdesk,Variant index,226,0.0,4580,20.265486725663717,False,False,12
Helpdesk,Variant.1,226,0.0,4580,20.265486725663717,False,False,Variant 12
Helpdesk,seriousness,1,0.0,4580,4580.0,False,False,Value 1
Helpdesk,customer,394,0.0,4580,11.624365482233502,False,False,Value 1
Helpdesk,product,21,0.0,4580,218.0952380952381,False,False,Value 1
Helpdesk,responsible_section,7,0.0,4580,654.2857142857143,False,False,Value 1
Helpdesk,seriousness_2,4,0.0,4580,1145.0,False,False,Value 1
Helpdesk,service_level,4,0.0,4580,1145.0,False,False,Value 1
Helpdesk,service_type,3,0.0,4580,1526.6666666666667,False,False,Value 1
Helpdesk,support_section,7,0.0,4580,654.2857142857143,False,False,Value 1
Helpdesk,workgroup,4,0.0,4580,1145.0,True,False,Value 1
Helpdesk,_ts,4580,0.0,4580,1.0,False,False,2012-10-09 14:50:17
BPIC13_incidents,case:concept:name,7554,0.0,7554,1.0,False,True,1-364285768
BPIC13_incidents,org:group,338,0.0,7554,22.349112426035504,True,False,V30
BPIC13_incidents,resource country,29,0.0,7554,260.48275862068965,False,False,France
BPIC13_incidents,organization country,23,0.0,7554,328.4347826086956,False,False,fr
BPIC13_incidents,org:resource,806,0.0,7554,9.372208436724566,True,False,Frederic
BPIC13_incidents,organization involved,18,0.0,7554,419.6666666666667,False,False,Org line A2
BPIC13_incidents,org:role,20,0.11066984379136881,7554,377.7,True,False,A2_4
BPIC13_incidents,concept:name,3,0.0,7554,2518.0,False,True,Accepted
BPIC13_incidents,impact,4,0.0,7554,1888.5,False,False,Medium
BPIC13_incidents,product,704,0.0,7554,10.730113636363637,False,False,PROD582
BPIC13_incidents,lifecycle:transition,9,0.0,7554,839.3333333333334,False,True,In Progress
BPIC13_incidents,time:timestamp,7471,0.0,7554,1.0111096238789987,False,True,2010-03-31T16:59:42+02:00
BPIC13_open,case:concept:name,819,0.0,819,1.0,False,True,1-147898401
BPIC13_open,org:group,11,0.0,819,74.45454545454545,True,False,Org line A2
BPIC13_open,resource country,14,0.0,819,58.5,False,False,Sweden
BPIC13_open,org:resource,199,0.009768009768009768,819,4.115577889447236,True,False,Tomas
BPIC13_open,oranization country,14,0.0,819,58.5,False,False,cn
BPIC13_open,org:role,25,0.2600732600732601,819,32.76,True,False,A2_2
BPIC13_open,concept:name,3,0.0,819,273.0,False,True,Accepted
BPIC13_open,impact,4,0.0,819,204.75,False,False,Medium
BPIC13_open,product,139,0.0,819,5.892086330935252,False,False,PROD753
BPIC13_open,time:timestamp,819,0.0,819,1.0,False,True,2006-11-07T10:00:36+01:00
BPIC13_open,lifecycle:transition,5,0.0,819,163.8,False,True,In Progress
BPIC13_closed,case:concept:name,1487,0.0,1487,1.0,False,True,1-109135791
BPIC13_closed,org:group,13,0.0,1487,114.38461538461539,True,False,Org line A2
BPIC13_closed,resource country,19,0.0,1487,78.26315789473684,False,False,INDIA
BPIC13_closed,organization country,17,0.0,1487,87.47058823529412,False,False,se
BPIC13_closed,org:resource,412,0.0033624747814391394,1487,3.6092233009708736,True,False,Minnie
BPIC13_closed,organization involved,271,0.0,1487,5.487084870848708,False,False,J11 2nd
BPIC13_closed,org:role,26,0.3389374579690652,1487,57.19230769230769,True,False,A2_2
BPIC13_closed,concept:name,4,0.0,1487,371.75,False,True,Queued
BPIC13_closed,impact,4,0.0,1487,371.75,False,False,High
BPIC13_closed,product,337,0.0,1487,4.41246290801187,False,False,PROD191
BPIC13_closed,lifecycle:transition,6,0.0,1487,247.83333333333334,False,True,Awaiting Assignment
BPIC13_closed,time:timestamp,1487,0.0,1487,1.0,False,True,2006-01-11T15:49:42+01:00
BPIC12,case:REG_DATE,13087,0.0,13087,1.0,False,False,2011-10-01T00:38:44.546+02:00
BPIC12,case:concept:name,13087,0.0,13087,1.0,False,True,173688
BPIC12,case:AMOUNT_REQ,631,0.0,13087,20.740095087163233,False,False,20000
BPIC12,org:resource,1,0.0,13087,13087.0,True,False,112
BPIC12,lifecycle:transition,1,0.0,13087,13087.0,False,True,COMPLETE
BPIC12,concept:name,1,0.0,13087,13087.0,False,True,A_SUBMITTED
BPIC12,time:timestamp,13087,0.0,13087,1.0,False,True,2011-10-01T00:38:44.546+02:00
BPIC17,case:LoanGoal,13,0.07505791995937669,31509,2423.769230769231,False,False,Existing loan takeover
BPIC17,case:ApplicationType,2,0.0,31509,15754.5,False,False,New credit
BPIC17,case:concept:name,31509,0.0,31509,1.0,False,True,Application_652823628
BPIC17,case:RequestedAmount,701,0.0,31509,44.94864479315264,False,False,20000.0
BPIC17,Action,1,0.0,31509,31509.0,False,False,Created
BPIC17,org:resource,111,0.0,31509,283.86486486486484,True,False,User_1
BPIC17,concept:name,1,0.0,31509,31509.0,False,True,A_Create Application
BPIC17,EventOrigin,1,0.0,31509,31509.0,False,False,Application
BPIC17,EventID,31509,0.0,31509,1.0,False,False,Application_652823628
BPIC17,lifecycle:transition,1,0.0,31509,31509.0,False,True,complete
BPIC17,time:timestamp,31509,0.0,31509,1.0,False,True,2016-01-01T09:51:15.304Z
BPIC19,case:Spend area text,20,0.013065378534484813,251734,12586.7,False,False,CAPEX & SOCS
BPIC19,case:Company,4,0.0,251734,62933.5,False,False,companyID_0000
BPIC19,case:Document Type,3,0.0,251734,83911.33333333333,False,False,EC Purchase order
BPIC19,case:Sub spend area text,135,0.013065378534484813,251734,1864.6962962962964,False,False,Facility Management
BPIC19,case:Purchasing Document,76349,0.0,251734,3.297148620152196,False,False,2000000000
BPIC19,case:Purch. Doc. Category name,1,0.0,251734,251734.0,False,False,Purchase order
BPIC19,case:Vendor,1975,0.0,251734,127.46025316455696,False,False,vendorID_0000
BPIC19,case:Item Type,6,0.0,251734,41955.666666666664,False,False,Standard
BPIC19,case:Item Category,4,0.0,251734,62933.5,False,False,"3-way match, invoice before GR"
BPIC19,case:Spend classification text,3,0.013065378534484813,251734,83911.33333333333,False,False,NPR
BPIC19,case:Source,1,0.0,251734,251734.0,False,False,sourceSystemID_0000
BPIC19,case:Name,1899,0.0,251734,132.56134807793575,False,False,vendor_0000
BPIC19,case:GR-Based Inv. Verif.,2,0.0,251734,125867.0,False,False,false
BPIC19,case:Item,490,0.0,251734,513.7428571428571,False,False,00001
BPIC19,case:concept:name,251734,0.0,251734,1.0,False,True,2000000000_00001
BPIC19,case:Goods Receipt,2,0.0,251734,125867.0,False,True,true
BPIC19,User,355,0.014217388195476178,251734,709.1098591549296,False,False,batch_00
BPIC19,org:resource,355,0.014217388195476178,251734,709.1098591549296,True,False,batch_00
BPIC19,concept:name,8,0.0,251734,31466.75,False,True,SRM: Created
BPIC19,Cumulative net worth (EUR),16229,0.0,251734,15.5113685378027,False,True,298.0
BPIC19,time:timestamp,44373,0.0,251734,5.673134563811327,False,True,2018-01-02T12:53:00.000Z
BPIC15_1,case:endDate,478,0.20266889074228525,1199,2.50836820083682,False,False,2014-07-18T00:00:00+02:00
BPIC15_1,case:caseStatus,3,0.0,1199,399.6666666666667,False,False,O
BPIC15_1,case:SUMleges,613,0.24437030859049208,1199,1.9559543230016314,False,False,157.09305
BPIC15_1,case:last_phase,27,0.0,1199,44.407407407407405,False,True,Beschikking verzonden
BPIC15_1,case:case_type,1,0.0,1199,1199.0,False,False,557669
BPIC15_1,case:concept:name,1199,0.0,1199,1.0,False,True,10009138
BPIC15_1,case:Responsible_actor,20,0.0008340283569641367,1199,59.95,False,False,560464
BPIC15_1,case:parts,88,0.0016680567139282735,1199,13.625,False,False,"Bouw,Reclame"
BPIC15_1,case:termName,13,0.25771476230191825,1199,92.23076923076923,False,False,Termijn bezwaar en beroep 1
BPIC15_1,case:endDatePlanned,86,0.8857381150959133,1199,13.94186046511628,False,False,2014-07-18T00:00:00+02:00
BPIC15_1,case:startDate,741,0.0,1199,1.6180836707152497,False,False,2014-04-11T00:00:00+02:00
BPIC15_1,case:requestComplete,2,0.0,1199,599.5,False,False,TRUE
BPIC15_1,case:IDofConceptCase,810,0.3244370308590492,1199,1.480246913580247,False,False,10009280
BPIC15_1,question,7,0.0,1199,171.28571428571428,False,False,EMPTY
BPIC15_1,dateFinished,994,0.0,1199,1.2062374245472838,False,False,2014-04-14 00:00:00
BPIC15_1,dueDate,1146,0.04420350291909925,1199,1.0462478184991273,False,False,2014-04-17T09:30:39+02:00
BPIC15_1,action_code,14,0.0,1199,85.64285714285714,False,False,01_HOOFD_010
BPIC15_1,activityNameEN,13,0.0,1199,92.23076923076923,False,False,register submission date request
BPIC15_1,planned,1198,0.0008340283569641367,1199,1.0008347245409015,False,False,2014-04-15T09:30:39+02:00
BPIC15_1,time:timestamp,731,0.0,1199,1.640218878248974,False,True,2014-04-11T00:00:00+02:00
BPIC15_1,monitoringResource,21,0.0,1199,57.095238095238095,False,False,2670601
BPIC15_1,org:resource,15,0.0,1199,79.93333333333334,True,False,9264148
BPIC15_1,activityNameNL,13,0.0,1199,92.23076923076923,False,False,registratie datum binnenkomst aanvraag
BPIC15_1,concept:name,14,0.0,1199,85.64285714285714,False,True,01_HOOFD_010
BPIC15_1,lifecycle:transition,1,0.0,1199,1199.0,False,True,complete
BPIC15_1,case:landRegisterID,140,0.8590492076730609,1199,8.564285714285715,False,False,719458
BPIC15_1,case:caseProcedure,2,0.9115929941618015,1199,599.5,False,False,Uitgebreid
BPIC15_1,case:Includes_subCases,2,0.21434528773978315,1199,599.5,False,False,J
BPIC15_2,case:Includes_subCases,2,0.25,832,416.0,False,False,J
BPIC15_2,case:concept:name,832,0.0,832,1.0,False,True,10358444
BPIC15_2,case:Responsible_actor,7,0.0,832,118.85714285714286,False,False,4634935
BPIC15_2,case:endDate,671,0.14543269230769232,832,1.239940387481371,False,False,2013-09-30T00:00:00+02:00
BPIC15_2,case:caseStatus,2,0.0,832,416.0,False,False,G
BPIC15_2,case:parts,63,0.003605769230769231,832,13.206349206349206,False,False,Milieu (vergunning)
BPIC15_2,case:caseProcedure,2,0.75,832,416.0,False,False,Uitgebreid
BPIC15_2,case:last_phase,22,0.001201923076923077,832,37.81818181818182,False,True,Zaak afgehandeld
BPIC15_2,case:case_type,1,0.0,832,832.0,False,False,557669
BPIC15_2,case:startDate,582,0.0,832,1.429553264604811,False,False,2012-03-21T00:00:00+01:00
BPIC15_2,case:requestComplete,2,0.0,832,416.0,False,False,FALSE
BPIC15_2,monitoringResource,9,0.0,832,92.44444444444444,False,False,4634935
BPIC15_2,org:resource,9,0.0,832,92.44444444444444,True,False,560530
BPIC15_2,activityNameNL,13,0.0,832,64.0,False,False,registratie datum binnenkomst aanvraag
BPIC15_2,concept:name,14,0.0,832,59.42857142857143,False,True,01_HOOFD_010
BPIC15_2,question,8,0.0,832,104.0,False,False,EMPTY
BPIC15_2,dateFinished,724,0.0,832,1.149171270718232,False,False,2013-01-10 12:07:35
BPIC15_2,action_code,13,0.001201923076923077,832,64.0,False,False,01_HOOFD_010
BPIC15_2,activityNameEN,13,0.0,832,64.0,False,False,register submission date request
BPIC15_2,planned,824,0.009615384615384616,832,1.0097087378640777,False,False,2012-03-23T10:21:14+01:00
BPIC15_2,lifecycle:transition,1,0.0,832,832.0,False,True,complete
BPIC15_2,time:timestamp,567,0.0,832,1.4673721340388006,False,True,2012-03-21T00:00:00+01:00
BPIC15_2,case:SUMleges,363,0.30408653846153844,832,2.2920110192837466,False,False,250.58176
BPIC15_2,case:IDofConceptCase,310,0.6262019230769231,832,2.6838709677419357,False,False,11666578
BPIC15_2,case:termName,9,0.8401442307692307,832,92.44444444444444,False,False,Termijn bezwaar en beroep 1
BPIC15_2,case:landRegisterID,203,0.7391826923076923,832,4.098522167487685,False,False,19898959
BPIC15_2,dueDate,231,0.7223557692307693,832,3.601731601731602,False,False,2014-02-05T14:26:22+01:00
BPIC15_3,case:Includes_subCases,2,0.24059616749467708,1409,704.5,False,False,N
BPIC15_3,case:concept:name,1409,0.0,1409,1.0,False,True,3004646
BPIC15_3,case:Responsible_actor,20,0.0,1409,70.45,False,False,560922
BPIC15_3,case:caseStatus,2,0.0,1409,704.5,False,False,G
BPIC15_3,case:last_phase,27,0.0,1409,52.18518518518518,False,True,Advies bekend
BPIC15_3,case:case_type,1,0.0,1409,1409.0,False,False,557669
BPIC15_3,case:termName,13,0.18594748048261178,1409,108.38461538461539,False,False,Termijn tot besluit
BPIC15_3,case:startDate,818,0.0,1409,1.7224938875305624,False,False,2010-10-04T00:00:00+02:00
BPIC15_3,case:requestComplete,2,0.0,1409,704.5,False,False,TRUE
BPIC15_3,question,11,0.0,1409,128.0909090909091,False,False,4-10-2010 0:00:00
BPIC15_3,dateFinished,1191,0.0,1409,1.18303946263644,False,False,2010-10-25 14:38:39
BPIC15_3,dueDate,1365,0.031227821149751596,1409,1.0322344322344323,False,False,2010-10-11T12:00:06+02:00
BPIC15_3,action_code,9,0.0,1409,156.55555555555554,False,False,01_HOOFD_010
BPIC15_3,activityNameEN,8,0.0,1409,176.125,False,False,register submission date request
BPIC15_3,planned,1407,0.0014194464158978,1409,1.0014214641080312,False,False,2010-10-09T12:00:06+02:00
BPIC15_3,time:timestamp,811,0.0,1409,1.7373612823674476,False,True,2010-10-04T00:00:00+02:00
BPIC15_3,monitoringResource,16,0.0,1409,88.0625,False,False,560922
BPIC15_3,org:resource,10,0.0,1409,140.9,True,False,560922
BPIC15_3,activityNameNL,8,0.0,1409,176.125,False,False,registratie datum binnenkomst aanvraag
BPIC15_3,concept:name,9,0.0,1409,156.55555555555554,False,True,01_HOOFD_010
BPIC15_3,lifecycle:transition,1,0.0,1409,1409.0,False,True,complete
BPIC15_3,case:endDate,698,0.10574875798438609,1409,2.018624641833811,False,False,2010-11-12T00:00:00+01:00
BPIC15_3,case:parts,93,0.0198722498225692,1409,15.150537634408602,False,False,Milieu (vergunning)
BPIC15_3,case:SUMleges,532,0.41731724627395317,1409,2.648496240601504,False,False,795.792
BPIC15_3,case:caseProcedure,2,0.8942512420156139,1409,704.5,False,False,Regulier
BPIC15_3,case:IDofConceptCase,804,0.42867281760113557,1409,1.7524875621890548,False,False,3061852
BPIC15_3,case:endDatePlanned,18,0.9822569198012775,1409,78.27777777777777,False,False,2010-12-06T00:00:00+01:00
BPIC15_3,case:landRegisterID,206,0.8190205819730305,1409,6.839805825242719,False,False,3876955
BPIC15_4,case:concept:name,1053,0.0,1053,1.0,False,True,10002357
BPIC15_4,case:Responsible_actor,9,0.0,1053,117.0,False,False,1550894
BPIC15_4,case:endDate,614,0.07502374169040836,1053,1.714983713355049,False,False,2014-08-20T00:00:00+02:00
BPIC15_4,case:caseStatus,2,0.0,1053,526.5,False,False,O
BPIC15_4,case:parts,52,0.00949667616334283,1053,20.25,False,False,Bouw
BPIC15_4,case:SUMleges,476,0.2621082621082621,1053,2.21218487394958,False,False,398.92447
BPIC15_4,case:last_phase,25,0.0,1053,42.12,False,True,Besluit onherroepelijk
BPIC15_4,case:case_type,1,0.0,1053,1053.0,False,False,557669
BPIC15_4,case:startDate,696,0.0,1053,1.5129310344827587,False,False,2014-08-05T00:00:00+02:00
BPIC15_4,case:requestComplete,2,0.0,1053,526.5,False,False,TRUE
BPIC15_4,case:IDofConceptCase,621,0.41025641025641024,1053,1.6956521739130435,False,False,10002463
BPIC15_4,question,18,0.0,1053,58.5,False,False,EMPTY
BPIC15_4,dateFinished,894,0.0,1053,1.1778523489932886,False,False,2014-08-06 00:00:00
BPIC15_4,dueDate,597,0.43304843304843305,1053,1.763819095477387,False,False,2014-08-11T08:28:55+02:00
BPIC15_4,action_code,14,0.000949667616334283,1053,75.21428571428571,False,False,01_HOOFD_010
BPIC15_4,activityNameEN,15,0.0,1053,70.2,False,False,register submission date request
BPIC15_4,planned,1047,0.005698005698005698,1053,1.005730659025788,False,False,2014-08-07T08:28:55+02:00
BPIC15_4,time:timestamp,685,0.0,1053,1.5372262773722627,False,True,2014-08-05T00:00:00+02:00
BPIC15_4,monitoringResource,11,0.0,1053,95.72727272727273,False,False,560752
BPIC15_4,org:resource,7,0.0,1053,150.42857142857142,True,False,560752
BPIC15_4,activityNameNL,15,0.0,1053,70.2,False,False,registratie datum binnenkomst aanvraag
BPIC15_4,concept:name,15,0.0,1053,70.2,False,True,01_HOOFD_010
BPIC15_4,lifecycle:transition,1,0.0,1053,1053.0,False,True,complete
BPIC15_4,case:termName,13,0.8110161443494777,1053,81.0,False,False,Termijn tot besluit
BPIC15_4,case:caseProcedure,2,0.8841405508072174,1053,526.5,False,False,Uitgebreid
BPIC15_4,case:landRegisterID,85,0.9031339031339032,1053,12.388235294117647,False,False,10236564
BPIC15_4,case:Includes_subCases,2,0.1889838556505223,1053,526.5,False,False,N
BPIC15_4,case:endDatePlanned,2,0.9981006647673314,1053,526.5,False,False,2013-06-12T00:00:00+02:00
BPIC15_5,case:endDate,726,0.06228373702422145,1156,1.5922865013774106,False,False,2014-02-24T00:00:00+01:00
BPIC15_5,case:caseStatus,3,0.0,1156,385.3333333333333,False,False,G
BPIC15_5,case:SUMleges,565,0.19204152249134948,1156,2.046017699115044,False,False,186.303
BPIC15_5,case:last_phase,25,0.0,1156,46.24,False,True,Besluit onherroepelijk
BPIC15_5,case:case_type,1,0.0,1156,1156.0,False,False,557669
BPIC15_5,case:concept:name,1156,0.0,1156,1.0,False,True,10061280
BPIC15_5,case:Responsible_actor,8,0.0,1156,144.5,False,False,560604
BPIC15_5,case:landRegisterID,856,0.02249134948096886,1156,1.3504672897196262,False,False,6966675
BPIC15_5,case:parts,106,0.0017301038062283738,1156,10.90566037735849,False,False,Bouw
BPIC15_5,case:termName,10,0.7603806228373703,1156,115.6,False,False,Termijn bezwaar en beroep 1
BPIC15_5,case:startDate,754,0.0,1156,1.53315649867374,False,False,2014-01-06T00:00:00+01:00
BPIC15_5,case:requestComplete,2,0.0,1156,578.0,False,False,TRUE
BPIC15_5,case:IDofConceptCase,637,0.44809688581314877,1156,1.814756671899529,False,False,10061287
BPIC15_5,question,2,0.0,1156,578.0,False,False,EMPTY
BPIC15_5,dateFinished,934,0.0,1156,1.2376873661670236,False,False,2014-01-10 00:00:00
BPIC15_5,dueDate,1124,0.02768166089965398,1156,1.0284697508896796,False,False,2014-01-15T08:45:53+01:00
BPIC15_5,action_code,12,0.0008650519031141869,1156,96.33333333333333,False,False,01_HOOFD_010
BPIC15_5,activityNameEN,12,0.0,1156,96.33333333333333,False,False,register submission date request
BPIC15_5,planned,1154,0.0017301038062283738,1156,1.001733102253033,False,False,2014-01-13T08:45:53+01:00
BPIC15_5,time:timestamp,749,0.0,1156,1.5433911882510014,False,True,2014-01-06T00:00:00+01:00
BPIC15_5,monitoringResource,16,0.0,1156,72.25,False,False,8492512
BPIC15_5,org:resource,18,0.0,1156,64.22222222222223,True,False,8492512
BPIC15_5,activityNameNL,12,0.0,1156,96.33333333333333,False,False,registratie datum binnenkomst aanvraag
BPIC15_5,concept:name,13,0.0,1156,88.92307692307692,False,True,01_HOOFD_010
BPIC15_5,lifecycle:transition,1,0.0,1156,1156.0,False,True,complete
BPIC15_5,case:caseProcedure,2,0.9160899653979239,1156,578.0,False,False,Regulier
BPIC15_5,case:Includes_subCases,2,0.2577854671280277,1156,578.0,False,False,J
BPIC15_5,case:endDatePlanned,3,0.9974048442906575,1156,385.3333333333333,False,False,2010-12-02T00:00:00+01:00
BPIC20_domestic,case:id,10500,0.0,10500,1.0,False,False,declaration 86791
BPIC20_domestic,case:concept:name,10500,0.0,10500,1.0,False,True,declaration 86791
BPIC20_domestic,case:BudgetNumber,1,0.0,10500,10500.0,False,False,budget 86566
BPIC20_domestic,case:DeclarationNumber,10048,0.04304761904761905,10500,1.044984076433121,False,False,declaration number 86792
BPIC20_domestic,case:Amount,8326,0.0,10500,1.261109776603411,False,False,26.85120450862128
BPIC20_domestic,id,10500,0.0,10500,1.0,False,False,st_step 86794_0
BPIC20_domestic,org:resource,1,0.0,10500,10500.0,True,False,STAFF MEMBER
BPIC20_domestic,concept:name,2,0.0,10500,5250.0,False,True,Declaration SUBMITTED by EMPLOYEE
BPIC20_domestic,time:timestamp,10483,0.0,10500,1.0016216731851568,False,True,2017-01-09T09:49:50.000+01:00
BPIC20_domestic,org:role,1,0.0,10500,10500.0,True,False,EMPLOYEE
BPIC20_intl,case:Permit travel permit number,5595,0.0035664444099860445,6449,1.1526362823949956,False,False,travel permit number 76456
BPIC20_intl,case:DeclarationNumber,6189,0.04031632811288572,6449,1.042010017773469,False,False,declaration number 76458
BPIC20_intl,case:Amount,6100,0.0,6449,1.0572131147540984,False,False,39.66456144659199
BPIC20_intl,case:RequestedAmount,6100,0.0,6449,1.0572131147540984,False,False,39.66456144659199
BPIC20_intl,case:Permit TaskNumber,5,0.3628469530159715,6449,1289.8,False,False,task 427
BPIC20_intl,case:Permit BudgetNumber,207,0.0,6449,31.154589371980677,False,False,budget 922
BPIC20_intl,case:OriginalAmount,6100,0.0,6449,1.0572131147540984,False,False,39.66456144659199
BPIC20_intl,case:Permit ProjectNumber,824,0.3617615134129322,6449,7.826456310679611,False,False,project 73472
BPIC20_intl,case:concept:name,6449,0.0,6449,1.0,False,True,declaration 76457
BPIC20_intl,case:Permit OrganizationalEntity,27,0.0,6449,238.85185185185185,False,False,organizational unit 65458
BPIC20_intl,case:travel permit number,6033,0.0,6449,1.0689540858610973,False,False,travel permit number 76456
BPIC20_intl,case:Permit RequestedBudget,5259,0.0,6449,1.2262787602205742,False,False,41.613444658859
BPIC20_intl,case:id,6449,0.0,6449,1.0,False,False,declaration 76457
BPIC20_intl,case:Permit ID,6028,0.0,6449,1.0698407431984074,False,False,travel permit 76455
BPIC20_intl,case:Permit id,5608,0.0,6449,1.1499643366619114,False,False,travel permit 76455
BPIC20_intl,case:BudgetNumber,718,0.0012405024034734067,6449,8.981894150417828,False,False,budget 144133
BPIC20_intl,case:Permit ActivityNumber,144,0.936579314622422,6449,44.78472222222222,False,False,activity 46005
